检测次数,购买前余额,购买后余额,单价,动作,时间
428,24104059,24086451,568.0,价格过高,2025-10-22 02:31:38
429,24086451,24068533,578.0,价格过高,2025-10-22 02:31:41
430,24068533,24050615,578.0,价格过高,2025-10-22 02:31:45
431,24050615,24033007,568.0,价格过高,2025-10-22 02:31:49
432,24033007,24015399,568.0,价格过高,2025-10-22 02:31:53
433,24015399,23997791,568.0,价格过高,2025-10-22 02:31:57
434,23997791,23980183,568.0,价格过高,2025-10-22 02:32:01
435,23980183,23962575,568.0,价格过高,2025-10-22 02:32:05
436,23962575,23945367,555.1,价格过高,2025-10-22 02:32:09
437,23945367,23929619,508.0,价格过高,2025-10-22 02:32:13
438,23929619,23913871,508.0,价格过高,2025-10-22 02:32:17
439,23913871,23896263,568.0,价格过高,2025-10-22 02:32:21
440,23896263,23878655,568.0,价格过高,2025-10-22 02:32:25
441,23878655,23861267,560.9,价格过高,2025-10-22 02:32:29
442,23861267,23843659,568.0,价格过高,2025-10-22 02:32:32
443,23843659,23826051,568.0,价格过高,2025-10-22 02:32:36
444,23826051,23813713,398.0,购买成功(200x10),2025-10-22 02:32:42
445,23405843,23388235,568.0,价格过高,2025-10-22 02:32:46
446,23388235,23370627,568.0,价格过高,2025-10-22 02:32:50
447,23370627,23357359,428.0,购买成功(200x10),2025-10-22 02:32:56
448,22904959,22891691,428.0,购买成功(200x10),2025-10-22 02:33:03
449,22479151,22461233,578.0,价格过高,2025-10-22 02:33:07
450,22461233,22443625,568.0,价格过高,2025-10-22 02:33:10
451,22443625,22426017,568.0,价格过高,2025-10-22 02:33:14
452,22426017,22412749,428.0,购买成功(200x10),2025-10-22 02:33:21
453,22101949,22084961,548.0,价格过高,2025-10-22 02:33:24
454,22084961,22067043,578.0,价格过高,2025-10-22 02:33:28
455,22067043,22049435,568.0,价格过高,2025-10-22 02:33:32
456,22049435,22034617,478.0,价格过高,2025-10-22 02:33:37
457,22034617,22019799,478.0,价格过高,2025-10-22 02:33:41
458,22019799,22004981,478.0,价格过高,2025-10-22 02:33:45
459,22004981,21991713,428.0,购买成功(200x10),2025-10-22 02:33:51
460,21549533,21536265,428.0,购买成功(200x10),2025-10-22 02:33:57
461,21239955,21222657,558.0,价格过高,2025-10-22 02:34:01
