检测次数,购买前余额,购买后余额,价格差,动作,时间
1263,17122448,17121910,538,价格过高,2025-10-13 02:40:54
1264,17121910,17121372,538,价格过高,2025-10-13 02:41:01
1265,17121372,17120834,538,价格过高,2025-10-13 02:41:11
1266,17120834,17120296,538,价格过高,2025-10-13 02:41:18
1267,17120296,17119758,538,价格过高,2025-10-13 02:41:25
1268,17119758,17119220,538,价格过高,2025-10-13 02:41:32
1269,17119220,17118682,538,价格过高,2025-10-13 02:41:39
1270,17118682,17118144,538,价格过高,2025-10-13 02:41:47
1271,17118144,17117606,538,价格过高,2025-10-13 02:41:54
1272,17117606,17117068,538,价格过高,2025-10-13 02:42:01
1273,17117068,17116530,538,价格过高,2025-10-13 02:42:08
1274,17116530,17115992,538,价格过高,2025-10-13 02:42:15
1275,17115992,17115454,538,价格过高,2025-10-13 02:42:22
1276,17115454,17114916,538,价格过高,2025-10-13 02:42:29
1277,17114916,17114378,538,价格过高,2025-10-13 02:42:36
1278,17114378,17113840,538,价格过高,2025-10-13 02:42:43
1279,17113840,17113302,538,价格过高,2025-10-13 02:42:50
1280,17113302,17112764,538,价格过高,2025-10-13 02:42:57
1281,17112764,17112236,528,价格过高,2025-10-13 02:43:04
1282,17112236,17111698,538,价格过高,2025-10-13 02:43:11
1283,17111698,17111160,538,价格过高,2025-10-13 02:43:18
1284,17111160,17110622,538,价格过高,2025-10-13 02:43:26
1285,17110622,17110084,538,价格过高,2025-10-13 02:43:33
1286,17110084,17109546,538,价格过高,2025-10-13 02:43:40
1287,17109546,17109038,508,价格过高,2025-10-13 02:43:47
1288,17109038,17108500,538,价格过高,2025-10-13 02:43:57
1289,17108500,17107962,538,价格过高,2025-10-13 02:44:04
1290,17107962,17107424,538,价格过高,2025-10-13 02:44:11
1291,17107424,17106886,538,价格过高,2025-10-13 02:44:18
1292,17106886,17106348,538,价格过高,2025-10-13 02:44:25
1293,17106348,17105810,538,价格过高,2025-10-13 02:44:32
1294,17105810,17105272,538,价格过高,2025-10-13 02:44:39
1295,17105272,17104734,538,价格过高,2025-10-13 02:44:46
1296,17104734,17104206,528,价格过高,2025-10-13 02:44:53
1297,17104206,17103678,528,价格过高,2025-10-13 02:45:00
1298,17103678,17103140,538,价格过高,2025-10-13 02:45:10
1299,17103140,17102602,538,价格过高,2025-10-13 02:45:17
1300,17102602,17102074,528,价格过高,2025-10-13 02:45:24
1301,17102074,17101566,508,价格过高,2025-10-13 02:45:31
1302,17101566,17101038,528,价格过高,2025-10-13 02:45:44
1303,17101038,17100510,528,价格过高,2025-10-13 02:45:51
1304,17100510,17099972,538,价格过高,2025-10-13 02:45:58
1305,17099972,17099494,478,价格过高,2025-10-13 02:46:05
1306,17099494,17098956,538,价格过高,2025-10-13 02:46:12
1307,17098956,17098418,538,价格过高,2025-10-13 02:46:19
1308,17098418,17097880,538,价格过高,2025-10-13 02:46:26
1309,17097880,17097342,538,价格过高,2025-10-13 02:46:33
1310,17097342,17096804,538,价格过高,2025-10-13 02:46:41
1311,17096804,17096266,538,价格过高,2025-10-13 02:46:48
1312,17096266,17095788,478,价格过高,2025-10-13 02:46:55
1313,17095788,17095250,538,价格过高,2025-10-13 02:47:02
1314,17095250,17094712,538,价格过高,2025-10-13 02:47:09
1315,17094712,17094184,528,价格过高,2025-10-13 02:47:16
1316,17094184,17093646,538,价格过高,2025-10-13 02:47:23
1317,17093646,17093108,538,价格过高,2025-10-13 02:47:30
1318,17093108,17092570,538,价格过高,2025-10-13 02:47:37
1319,17092570,17092032,538,价格过高,2025-10-13 02:47:44
1320,17092032,17091494,538,价格过高,2025-10-13 02:47:51
1321,17091494,17090956,538,价格过高,2025-10-13 02:47:58
1322,17090956,17090418,538,价格过高,2025-10-13 02:48:05
1323,17090418,17089950,468,价格过高,2025-10-13 02:48:13
1324,17089950,17089422,528,价格过高,2025-10-13 02:48:22
1325,17089422,17088894,528,价格过高,2025-10-13 02:48:29
1326,17088894,17088366,528,价格过高,2025-10-13 02:48:37
1327,17088366,17087838,528,价格过高,2025-10-13 02:48:44
1328,17087838,17087340,498,价格过高,2025-10-13 02:48:51
1329,17087340,17086812,528,价格过高,2025-10-13 02:48:58
1330,17086812,17086284,528,价格过高,2025-10-13 02:49:05
1331,17086284,17085756,528,价格过高,2025-10-13 02:49:12
1332,17085756,17085228,528,价格过高,2025-10-13 02:49:19
1333,17085228,17084700,528,价格过高,2025-10-13 02:49:26
1334,17084700,17084172,528,价格过高,2025-10-13 02:49:33
1335,17084172,17083644,528,价格过高,2025-10-13 02:49:40
1336,17083644,17083116,528,价格过高,2025-10-13 02:49:47
1337,17083116,17082588,528,价格过高,2025-10-13 02:49:54
1338,17082588,17082060,528,价格过高,2025-10-13 02:50:01
1339,17082060,17081532,528,价格过高,2025-10-13 02:50:08
1340,17081532,17081034,498,价格过高,2025-10-13 02:50:16
1341,17081034,17080506,528,价格过高,2025-10-13 02:50:25
1342,17080506,17079978,528,价格过高,2025-10-13 02:50:32
1343,17079978,17079450,528,价格过高,2025-10-13 02:50:40
1344,17079450,17078922,528,价格过高,2025-10-13 02:50:47
1345,17078922,17078394,528,价格过高,2025-10-13 02:50:54
1346,17078394,17077866,528,价格过高,2025-10-13 02:51:01
1347,17077866,17077338,528,价格过高,2025-10-13 02:51:08
1348,17077338,17076810,528,价格过高,2025-10-13 02:51:15
1349,17076810,17076282,528,价格过高,2025-10-13 02:51:22
1350,17076282,17075754,528,价格过高,2025-10-13 02:51:29
1351,17075754,17075256,498,价格过高,2025-10-13 02:51:36
1352,17075256,17074728,528,价格过高,2025-10-13 02:51:43
1353,17074728,17074200,528,价格过高,2025-10-13 02:51:50
1354,17074200,17073672,528,价格过高,2025-10-13 02:51:57
1355,17073672,17073144,528,价格过高,2025-10-13 02:52:04
1356,17073144,17072616,528,价格过高,2025-10-13 02:52:12
1357,17072616,17072088,528,价格过高,2025-10-13 02:52:21
1358,17072088,17071580,508,价格过高,2025-10-13 02:52:28
1359,17071580,17071052,528,价格过高,2025-10-13 02:52:36
1360,17071052,17070524,528,价格过高,2025-10-13 02:52:43
1361,17070524,17069996,528,价格过高,2025-10-13 02:52:50
1362,17069996,17069468,528,价格过高,2025-10-13 02:53:00
1363,17069468,17068940,528,价格过高,2025-10-13 02:53:07
1364,17068940,17068412,528,价格过高,2025-10-13 02:53:14
1365,17068412,17067884,528,价格过高,2025-10-13 02:53:21
1366,17067884,17067376,508,价格过高,2025-10-13 02:53:28
1367,17067376,17066888,488,价格过高,2025-10-13 02:53:35
1368,17066888,17066360,528,价格过高,2025-10-13 02:53:42
1369,17066360,17065832,528,价格过高,2025-10-13 02:53:49
